Country,SE.COM.DURS,SE.ENR.PRIM.FM.ZS,SE.ENR.PRSC.FM.ZS,SE.ENR.SECO.FM.ZS,SE.ENR.TERT.FM.ZS,SE.PRE.DURS,SE.PRE.ENRL.TC.ZS,SE.PRE.ENRR,SE.PRE.ENRR.FE,SE.PRE.ENRR.MA,SE.PRM.AGES,SE.PRM.CMPT.FE.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.ZS,SE.PRM.DURS,SE.PRM.ENRL,SE.PRM.ENRL.FE.ZS,SE.PRM.ENRL.TC.ZS,SE.PRM.ENRR,SE.PRM.ENRR.FE,SE.PRM.ENRR.MA,SE.PRM.GINT.FE.ZS,SE.PRM.GINT.MA.ZS,SE.PRM.GINT.ZS,SE.PRM.NENR,SE.PRM.OENR.FE.ZS,SE.PRM.OENR.MA.ZS,SE.PRM.OENR.ZS,SE.PRM.PRIV.ZS,SE.PRM.PRSL.FE.ZS,SE.PRM.PRSL.MA.ZS,SE.PRM.PRSL.ZS,SE.PRM.REPT.FE.ZS,SE.PRM.REPT.MA.ZS,SE.PRM.REPT.ZS,SE.PRM.TCHR,SE.PRM.TCHR.FE.ZS,SE.PRM.TENR,SE.PRM.UNER,SE.PRM.UNER.FE,SE.PRM.UNER.FE.ZS,SE.PRM.UNER.MA,SE.PRM.UNER.MA.ZS,SE.PRM.UNER.ZS,SE.SEC.AGES,SE.SEC.CMPT.LO.FE.ZS,SE.SEC.CMPT.LO.MA.ZS,SE.SEC.CMPT.LO.ZS,SE.SEC.DURS,SE.SEC.ENRL,SE.SEC.ENRL.FE.ZS,SE.SEC.ENRL.GC,SE.SEC.ENRL.GC.FE.ZS,SE.SEC.ENRL.LO.TC.ZS,SE.SEC.ENRL.TC.ZS,SE.SEC.ENRL.VO,SE.SEC.ENRL.VO.FE.ZS,SE.SEC.ENRR,SE.SEC.ENRR.FE,SE.SEC.ENRR.MA,SE.SEC.NENR,SE.SEC.NENR.FE,SE.SEC.NENR.MA,SE.SEC.PRIV.ZS,SE.SEC.PROG.FE.ZS,SE.SEC.PROG.MA.ZS,SE.SEC.PROG.ZS,SE.SEC.TCHR,SE.SEC.TCHR.FE,SE.SEC.TCHR.FE.ZS,SE.TER.ENRR,SE.TER.ENRR.FE,SE.TER.ENRR.MA,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GB.ZS,SE.XPD.TOTL.GD.ZS,SH.DTH.0509,SH.DTH.1014,SH.DTH.1519,SH.DTH.2024,SH.DYN.0509,SH.DYN.1014,SH.DYN.1519,SH.DYN.2024,SL.TLF.TOTL.FE.ZS,SL.TLF.TOTL.IN,SL.UEM.TOTL.FE.ZS,SL.UEM.TOTL.MA.ZS,SL.UEM.TOTL.ZS,SP.POP.0014.TO.ZS,SP.POP.1564.TO.ZS
Afghanistan,9,0.666909993,0.636020005,0.570980012,0.345230013,1,,,,,7,67.12930298,103.2832565,85.62532806,6,6544906,38.95507,48.78979,103.9961624,82.85025024,124.2297516,90.44738,130.19382,110.77532,,,,,5.951280117,,,,3.80515,4.25504,4.07978,134145,36.05202866,,,,,,,,13,40.10343933,69.76795197,55.34642029,6,3063889,35.12363,3041987,35.28181,33.87261,33.50124,21902,13.15405,55.42520905,39.99840164,70.05275726,50.1407,36.69527,62.88953,4.458119869,,,,92139,32829,35.62985992,9.686420441,4.905079842,14.20810032,,,,,,2744,2030,12310,12990,2.5,2,13.8,17.6,21.24702087,10319282,13.92000008,10.28999996,11.06000042,43.09017551,54.32489755
Albania,9,1.037649989,1.01730001,1.005390048,1.362990022,5,17.09409,80.49873352,80.79097748,80.23322296,6,104.6567688,98.85868073,101.5378571,5,170861,47.42217,17.57287,106.9934235,109.1112289,105.1525803,111.1671,107.25466,109.09234,94.52966,5.9339,7.16425,6.58079,7.740799904,88.63291168,89.41719818,89.04618073,0.68867,0.99182,0.84806,9723,84.93263245,97.44221,4085,,,,,2.557790041,11,100.0737915,93.07907867,96.33482361,7,268872,47.09416,248267,49.70777,9.87655,11.19927,20605,15.60301,95.43232727,95.70465088,95.19122314,86.60827,89.1819,84.32964,8.793780327,,,,24008,15999,66.64028931,54.96133041,67.57861328,43.04796982,,,,,,32,38,77,94,1,1.1,1.8,1.9,42.19068734,1400072,11.86999989,12.61999989,12.30000019,17.67287372,68.58239036
Algeria,10,0.954990029,,,1.397220016,1,,,,,6,105.6250763,104.6819305,105.143959,5,4429994,47.82363,24.32018,109.8828201,107.3022919,112.3595505,101.50776,102.23707,101.88002,97.63517,4.71239,8.26426,6.56563,1.276190042,91.89074707,91.23597717,91.55725098,3.67491,7.17467,5.50096,182153,80.53504181,99.6475,14211,,,,,0.352499992,11,95.44721222,74.26065826,84.64131165,7,,,4075023,50.72398,,,,,,,,,,,,,,,,,,51.36566925,64.42080688,38.83169937,,,,,,1506,1153,1520,2148,1.7,1.7,2.7,3.3,20.1269738,12589369,20.48999977,9.720000267,11.89000034,30.14867859,63.48882487
Andorra,10,,,,,3,13.27711,,,,6,,,,6,4325,47.83815,10.49757,,,,,,,,6.13823,7.40248,6.79769,2.289020061,,,68.16177368,0.72499,0.75355,0.73988,412,79.85437012,,,,,,,,12,,,,6,4513,48.34921,4025,49.3913,,8.01599,488,39.7541,,,,,,,3.057830095,,,,563,380,67.49555969,,,,21.42039,25.30678,5.64106,19.32305908,3.246720076,0,0,1,2,0.4,0.5,1.4,2.1,,,,,,,
Angola,6,,,,,5,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10494,5157,8620,10858,10.8,6.4,13.1,19.9,50.20290973,12705650,7.28000021,6.71999979,7,46.80892471,50.97470164
Antigua and Barbuda,11,0.992079973,0.97924,0.962859988,,5,,70.25360107,74.02507019,66.59918976,5,98.96450043,93.49710846,96.19882965,7,10123,49.20478,12.40564,105.0212708,104.5989075,105.43367,99.57082,97.49652,98.51904,95.69547,3.03152,4.10346,3.57602,48.76025009,,,,1.04397,1.69195,1.37311,816,92.15686035,99.3101,66,,,,,0.689899981,12,102.0114899,95.35211182,98.64865112,5,7856,48.52342,7574,48.95696,,9.29704,282,36.87943,111.1960373,109.0700989,113.2773132,88.78981,89.72818,87.87115,17.97352028,,,,845,618,73.13609314,,,,,,,,,1,1,4,5,0.7,1,2.5,3.2,,,,,,22.08109175,69.11908273
Arab World,9,0.94617,0.94833,0.95186,1.099349976,3,21.16757,27.00180054,26.85544014,27.14163017,,83.33918762,86.49443054,84.95223236,6,48500000,47.47494,20.78495,95.54203,92.84049,98.12279,94.70981,97.65121,96.21463,84.05164,,,,9.78265,81.77235,81.34216,81.55021,4.23836,7.12273,5.75338,2333231,62.91093,85.38422,7486016,4020699,16.19820023,3465316,13.33660984,14.73468971,,69.30822754,67.98251343,68.63253784,6,32900000,47.202,29800000,48.24162,16.02797,14.49976,3326311,37.89879,71.87227,70.06162,73.60526,63.51428,61.33394,65.6165,9.87095,,,,2243968,1073197,47.82587,32.17385101,33.90570068,30.53714943,,,,,,34755,23558,46123,58525,3.740770732,2.92322605,6.26808643,8.017785326,20.36875902,134761988,19.90364225,7.788688029,10.25679764,32.7804361,62.66168749
Argentina,14,,,,,6,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,780,2449,3421,0.8,1.1,3.5,4.9,43.00185746,20551682,10.53999996,8.229999542,9.220000267,24.76093384,64.12127729
Armenia,12,0.999610007,1.022830009,1.037619948,1.247879982,3,6.2709,38.02128983,39.65969086,36.57667923,6,89.51941681,90.19304657,89.87895966,4,153415,46.70534,15.41859,92.71524811,92.69589996,92.73222351,92.50577,91.35214,91.89196,90.72273,2.31951,1.99971,2.14907,2.308769941,97.11903381,94.96495056,95.9681778,0.31262,0.2385,0.27312,9950,,90.843,11426,5376,6.954810143,6050,6.861740112,6.905220032,10,94.33508301,92.3886795,93.29219818,8,234983,47.26682,215307,47.77225,12.02976,8.01689,19676,41.73613,83.15068054,84.80037689,81.72560883,,,,2.472939968,,,,29311,23412,79.87445068,54.57048035,62.64839172,47.11909866,,,,,,43,36,78,107,1,1,2.3,2.7,44.23157513,1245626,20.39999962,17.82999992,18.96999931,20.63342192,68.11276042
Aruba,13,,,,,2,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.80244697,68.64660589
Australia,10,0.99891001,0.968850017,0.940949976,1.262030005,4,,165.6936035,161.9007568,169.293457,5,,,,7,2247875,,,100.1605911,100.104599,100.2137222,,,,,,,,29.69701958,,,,,,,,,,9614,5119,0.46845001,4495,0.390359998,0.428380013,12,,,,6,2379962,,,,,,,,132.7728882,128.6360016,136.7080078,,,,52.75899124,,,,,,,107.8080521,124.4397583,91.83286285,,,,,,123,133,444,646,0.4,0.4,1.5,2,46.50039959,13253656,5.320000172,5.28000021,5.300000191,19.19061704,65.15290773
Austria,13,0.994880021,0.97408998,0.964039981,1.16297996,6,,103.2988434,102.7830124,103.7833405,6,99.81427002,99.81181335,99.81300354,4,339021.8438,,,103.3168488,103.0434265,103.5742188,,,,,,,,6.258540154,,,,,,,,,,143,,,,,0.043699998,10,98.4609375,96.51756287,97.46354675,8,687386.125,,,,,,,,99.95783997,98.07798767,101.7359924,,,,10.54150009,,,,,,,86.68834686,94.63156128,79.20825195,,,,,,28,38,115,174,0.3,0.4,1.3,1.6,46.42890907,4601213,4.650000095,5.019999981,4.849999905,14.29794763,66.70048591
Azerbaijan,10,1.005460024,1.002619982,1.001180053,1.127429962,5,18.16978,39.71232986,39.49166107,39.90364838,6,100.6412125,99.85738373,100.2199478,4,635153,46.3142,15.42982,99.7220993,100.0146179,99.47112274,94.871,94.83458,94.85142,92.42467,7.48081,6.6897,7.0561,0.701409996,96.76104736,94.87908936,95.7502594,0.1251,0.1308,0.12816,41164,92.93315125,92.61575,24803,12040,4.093530178,12763,3.723160028,3.894190073,10,83.50449371,85.77120972,84.71309662,8,945226,46.73612,792449,46.08246,6.99111,7.60984,152777,50.12666,94.48007965,94.53943634,94.42806244,88.53256,88.15416,88.86419,12.89056969,,,,124211,92359,74.35653687,27.70849991,29.69345093,25.90973091,,,,7.435460091,2.455430031,262,192,344,517,1.6,1.5,2.6,3.3,48.7601176,5091128,5.769999981,4.079999924,4.900000095,23.36956986,70.43524739
"Bahamas, The",12,0.995069981,1.02639997,1.063750029,,2,20.65517,34.5211792,35.91521072,33.20901871,5,74.85179138,78.07402802,76.45863342,6,29504,49.56616,19.44891,81.36116791,81.15878296,81.56105804,83.83912,82.75255,83.28551,74.22717,7.15263,9.87231,8.52427,22.66810989,,,,2.51641,3.93145,3.23007,1517,93.01251984,74.38987,8533,4082,22.65386963,4451,24.39706039,23.53087044,11,,,,6,26884,51.74453,26884,51.74453,12.61874,12.48097,,,69.47309113,71.6102066,67.31877136,62.4958,65.04684,59.92424,28.35515976,,,,2154,1589,73.76972961,,,,,,,,,7,9,32,86,1.1,1.4,4.9,12.7,48.1769935,226110,9.949999809,10.05000019,10,22.48487567,70.25752197
Bahrain,9,0.987869978,1.021550059,1.061349988,1.45472002,5,14.40441,53.66259003,54.6032486,52.79138947,6,99.27617645,96.51583099,97.87412262,6,113878,49.38092,11.92315,99.36305237,98.75315857,99.96531677,89.51348,88.81982,89.1598,96.71489,2.9395,2.39747,2.66513,36.91143036,97.36103821,96.21922302,96.77729034,0.35806,0.29937,0.32823,9551,74.13883209,98.10484,1188,1155,2.028310061,33,0.057229999,1.036579967,12,100.3333664,89.12882233,94.31429291,6,99026,48.80536,92483,51.68301,11.31042,10.23948,6543,8.13083,98.59906769,101.6959915,95.81735229,90.19346,93.78209,86.97008,25.55489922,,,,9671,5657,58.49446869,50.48189926,67.84062958,36.99245071,,,,,,20,15,33,63,1,0.9,2.1,2.8,20.49305163,927124,4.679999828,0.689999998,1.50999999,19.25431012,78.319356
Bangladesh,5,1.074710011,1.115910053,1.162089944,0.707140028,3,,40.81816101,41.63365936,40.03688049,6,,,,5,17338100,50.7497,30.05459,116.4663391,120.7517471,112.3574524,109.285,101.94605,105.53788,,,,,23.90352058,,,,3.77704,4.51672,4.14134,576887,61.30004883,,,,,,,,11,,,87.96587372,7,15869820,52.63983,15112531,53.89255,,35.09524,757289,27.64044,72.69059753,78.27072906,67.35347748,66.54968,72.27917,61.06971,,,,,452193,101344,22.41167068,20.5650692,16.98328972,24.01696014,,,,,,10271,9629,20585,16113,3.5,3.1,6.5,5.3,30.36462425,68835576,6.650000095,3.25999999,4.289999962,27.70602248,67.13558688
Barbados,11,0.963280022,0.999639988,1.039199948,,5,15.64706,86.82878876,87.75306702,85.93448639,5,89.92072296,87.61592865,88.74687195,6,20218,48.32328,13.9917,99.35134888,97.46607971,101.1814804,99.10657,97.57914,98.33228,96.69287,1.39202,2.38323,1.90424,13.53250027,,,,,,,1445,77.37023926,98.38821,328,248,2.474060059,80,0.774739981,1.611789942,11,,,,5,19571,49.59379,19571,49.59379,20.46618,17.93859,,,103.7039032,105.7528915,101.7639771,93.63078,96.81848,90.61275,6.693580151,,,,1091,720,65.99449921,,,,,,,,,2,5,9,14,0.6,1.2,2.4,3.7,49.35138511,155331,10.21000004,9.800000191,10,17.34294815,66.85435789
Belarus,9,0.997730017,0.990570009,0.98585999,1.156859994,4,7.91637,98.85489655,96.99082184,100.6084213,6,104.6449509,104.5922775,104.6179123,4,427752,48.51596,19.23259,100.5002136,100.3826065,100.6112823,94.20139,94.02399,94.11003,94.92861,5.55732,5.53119,5.54387,0.107539997,,,,0.0424,0.04359,0.04302,22241,99.48294067,95.20914,5544,4346,2.102190018,1198,0.547320008,1.302559972,10,97.8052597,97.87464142,97.84088898,7,649357,48.29377,566765,49.88064,8.41915,8.56276,82592,37.40435,102.4395294,101.6907425,103.1489182,95.63948,96.18075,95.12669,0.460920006,,,,75835,60732,80.08438873,87.42909241,95.0921402,80.17623901,,,,,,70,64,135,256,0.6,0.7,1.6,2.6,49.03947986,5087556,3.549999952,5.920000076,4.760000229,16.86594305,68.28890878
Belgium,12,1.004780054,1.07336998,1.123710036,1.236109972,6,,114.0356598,114.2253799,113.8558578,6,,,,6,821236,,,103.3507004,103.6031876,103.1104813,,,,,,,,54.22021866,,,,,,,73029,82.55077362,,4131,1278,0.329890013,2853,0.700630009,0.519879997,12,94.88421631,91.04647827,92.91880798,6,1179334,,,,,,,,155.9610748,165.2812653,147.0855255,,,,58.76477814,,,,132355,83756,63.28133011,78.90116882,89.73699951,68.54914093,,,,,,53,56,137,248,0.4,0.4,1.1,1.8,46.21097452,5089752,5.559999943,6.28000021,5.949999809,17.05542276,64.1558335
Belize,8,0.949199975,0.987559974,1.04132998,1.390429974,2,16.44072,47.43125916,48.66667175,46.22642136,5,104.1176529,104.8183517,104.4744797,6,50764,47.73658,19.78332,111.6968765,108.7315521,114.5503235,97.6769,99.27705,98.49042,95.94237,7.2133,9.98455,8.66165,92.78031921,,,,5.12112,8.10373,6.67993,2566,74.66874695,99.01278,302,,,,,0.664810002,11,70.6447525,63.77933121,67.19004822,6,40353,50.58608,37052,50.89064,17.3138,16.72317,3301,47.16752,85.37245941,87.11591339,83.65849304,71.149,73.35268,68.98259,,,,,2413,1518,62.90924072,24.54084015,30.48693085,18.58403015,,,,21.36528969,7.561490059,9,12,33,58,1.2,1.5,4.2,7.6,38.70744932,173734,9.739999771,4.480000019,6.519999981,30.27976537,64.98377585
Benin,6,0.937330008,,,0.467420012,2,23.97108,25.45034027,25.87496948,25.0381794,6,,,,6,2223966,47.67029,39.19712,121.958252,117.9589081,125.8450623,143.51042,150.23122,146.92009,97.21103,7.27722,8.41849,7.87445,25.34745979,32.50016022,35.25281143,33.91593933,14.79478,15.39962,15.11129,56738,25.81163025,97.21103,50858,,,,,2.788969994,12,,,,7,,,,,,,,,,,,,,,,,,,,,,12.51698971,7.94633007,17.0004406,,,,17.70918083,2.933969975,4222,2078,2785,2389,12.9,7.3,11.3,11.3,49.17391085,4679156,2.549999952,2.200000048,2.369999886,42.44768239,54.29871231
Bermuda,13,,,,1.332749963,1,,,,,5,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,7,,,,,,,,,,,,,,,,,,,,,,19.02725983,22.90533066,15.28361034,,,,,,,,,,,,,,,,,,,,
Bhutan,,1.001659989,1.058220029,1.129889965,0.992410004,2,11.12435,34.44237137,34.63217926,34.2585907,6,,,,7,91768,49.2808,34.66868,100.139679,100.2238312,100.0580368,104.59994,105.68021,105.14864,88.02597,11.08261,11.98436,11.53997,4.232409954,,,,6.05873,8.50593,7.29993,2647,39.44087982,90.06547,7456,3332,7.384260178,4124,8.865579605,8.136190414,13,90.67455292,74.62294006,82.48500061,6,76221,52.01454,74638,52.37815,12.63093,10.81456,1583,34.8705,90.09468079,95.71011353,84.70748901,70.19893,76.54685,64.10904,10.27013969,,,,7048,2985,42.35243988,15.55451012,15.49213982,15.61054993,,,,22.76646042,6.850840092,32,66,81,105,2.5,4.8,5.6,6.8,40.91314043,374904,3.059999943,1.779999971,2.299999952,25.77135373,68.22563455
Bolivia,14,0.990040004,0.984809995,0.979110003,,2,31.00561,74.47583771,75.10006714,73.87864685,6,94.22058868,95.43340302,94.83978271,6,1379099,48.67685,17.79827,98.15091705,97.64904022,98.6317215,98.50134,99.41076,98.96598,92.85137,5.0189,5.71336,5.37532,10.27663994,,,,1.82557,2.67941,2.26449,77485,64.93901825,93.18324,95364,47429,6.899119854,47935,6.679759979,6.787089825,12,83.79798126,82.42945862,83.09950256,6,1233738,48.45713,445168,47.48791,,18.49627,788570,49.00427,89.72425079,88.75827026,90.65175629,76.55438,76.97286,76.15256,11.49911976,,,,66702,34681,51.99393845,,,,,,,,,554,441,1065,1110,2.3,1.9,4.7,5.3,44.18631248,5631099,3.609999895,3.450000048,3.519999981,31.07354775,61.73450486
Bosnia and Herzegovina,9,,,,,5,13.85554,,,,6,,,,5,159380,48.53871,16.92651,,,,,,,,3.59483,4.09173,3.85055,1.607480049,94.40128326,93.54965973,93.96211243,0.08919,0.09632,0.09286,9416,87.01146698,,,,,,,,11,,,,8,247714,49.39487,153157,51.45439,8.48551,9.1229,94557,46.05899,,,,,,,2.74793005,,,,27153,16781,61.80163956,,,,,,,,,19,24,63,109,0.5,0.7,1.7,2.5,39.2009172,1319663,20.29000092,17.18000031,18.39999962,14.76621765,68.76346488
Botswana,,,,,,3,,,,,6,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,110,172,463,3.7,2.3,4,11.5,48.82859773,1049426,20.61000061,14.18000031,17.31999969,34.11294602,61.66317964
Brazil,14,,,,,5,,,,,6,,,,5,15951913,,,,,,,,,,,,,18.20643997,,,,,,,798957,88.49111938,,,,,,,,11,,,,7,22863908,,,,,,,,,,,,,,13.86009979,,,,1380391,871717,63.15000916,,,,,,,,,2947,4368,19914,27398,1,1.4,5.9,7.9,43.578201,105542232,14.22999954,10.86999989,12.32999992,21.33407191,69.74309026
British Virgin Islands,12,0.998189986,1.026430011,1.077039957,1.443459988,5,,95.099823,96.28253174,93.97162628,5,80.10204315,79.14691925,79.60688019,7,2529,,,102.5547409,102.4576263,102.6438599,,,,,,,,29.3001194,,,,,,,247,94.73683929,,48,,,,,1.946470022,12,65.61086273,62.00873184,63.77777863,5,1731,,,,,,,,78.29036713,81.25576782,75.44326019,,,,18.54418945,,,,249,167,67.06826782,16.25408936,20.94339943,11.65587044,,,,,2.465990067,,,,,,,,,,,,,,,
Brunei Darussalam,9,1.008329988,1.01620996,1.023419976,1.356809974,3,15.42714,64.79933167,65.13379669,64.48606873,6,108.3776627,107.6032486,107.9787216,6,39472,48.56861,9.89521,103.151619,103.5934296,102.7378464,101.04487,100.08611,100.54912,93.14673,3.76611,4.38402,4.08391,41.18869019,93.70810699,92.84429169,93.25530243,0.05216,0.10837,0.08107,3989,77.78891754,96.07682,295,,,,,0.770210028,12,105.8154221,105.8682632,105.8425598,7,44079,48.99839,38822,49.21436,9.56937,8.26843,5257,47.40346,93.48278046,94.59944916,92.43451691,82.64549,84.048,81.32889,15.52439976,,,,5331,3641,68.29862976,31.21179962,38.42150116,24.71216965,,,,,,9,7,10,19,1.3,1.1,1.4,2.7,42.07670159,219839,10.06000042,7.710000038,8.699999809,23.02646149,72.10039094
Bulgaria,11,0.994409978,0.976819992,0.967760026,1.190889955,4,,79.35311127,78.97222137,79.71357727,7,86.13657379,87.07457733,86.6185379,4,262735,,,87.44220734,87.19065857,87.68048096,,,,,,,,1.478680015,,,,,,,19225,93.25357819,,39977,19315,13.21506023,20662,13.39009953,13.30496025,11,,,,8,489665,,,,,,,,96.82090759,95.18641663,98.35791779,,,,5.144949913,,,,38785,30412,78.41175842,71.52152252,79.33702087,64.19235229,,,,,,57,65,140,194,0.8,0.9,2.3,2.9,46.16881958,3327434,4.650000095,5.690000057,5.210000038,14.59546532,64.38262025
Burkina Faso,10,0.983500004,0.98913002,1.00098002,0.582029998,3,17.21239,4.364999771,4.345990181,4.383369923,6,68.46311188,62.602211,65.47892761,6,3206060,48.71518,39.72173,96.09037018,95.27731323,96.8756485,108.13255,113.96378,111.09734,78.64517,16.07574,15.50521,15.78314,20.29640961,62.0553894,50.44929123,55.91910934,5.63368,5.7699,5.70354,80713,47.09030914,79.34168,689266,353506,21.56504059,335760,19.78259087,20.65831947,12,44.54069138,41.46963882,42.97488022,7,1281007,49.07022,1252441,49.29677,23.11976,23.11995,28566,39.13744,40.70972824,40.72999954,40.69021988,31.00148,31.69258,30.33627,39.8791008,,,,55407,9424,17.00868034,6.501870155,4.764969826,8.186739922,,,,22.66116905,5.383790016,6860,3369,2713,3651,11.5,6.5,6.3,10.1,44.70379261,7234205,4.630000114,4.75,4.699999809,44.94808132,52.64493785
Burundi,,1.012500048,1.03429997,1.114480019,0.607990026,2,38.19347,15.36692047,15.66362,15.07427025,7,67.89185333,58.17401123,63.02138901,6,2170884,50.11885,42.52383,121.4215622,122.178421,120.6704865,127.02607,129.07338,128.05538,92.8047,16.3948,17.72451,17.05807,2.041379929,47.56914139,38.54766846,42.9858017,24.33103,27.11869,25.72155,51051,50.4025383,93.4166,114262,44430,4.989230156,69832,7.781839848,6.390890121,13,35.98099136,29.16990089,32.57291031,6,674855,52.69295,606024,53.25895,35.69109,26.59842,68831,47.70961,48.46501923,51.08967972,45.84183884,27.52277,31.01462,24.03288,7.19754982,,,,25372,6490,25.57938004,4.057660103,3.07171011,5.052259922,,,,19.91987038,5.078649998,4247,2667,2031,1852,12.3,9.5,8.9,9,51.89353872,4822373,1,1.919999957,1.450000048,45.50168075,52.25137879
Cabo Verde,10,0.934210002,1.006999969,1.103109956,1.32814002,3,16.32962,73.23269653,73.51728821,72.95632172,6,89.33860016,85.26541901,87.29020691,6,64127,47.80358,21.07361,104.0279694,100.4554977,107.5301971,98.32815,99.45117,98.8972,93.42191,7.86821,12.32672,10.19539,1.364480019,,,,5.51184,9.80214,7.74608,3043,71.11402893,93.52897,3973,2238,7.333859921,1735,5.573760033,6.44506979,12,76.83860016,59.63642883,68.22319794,6,53355,52.22378,52143,52.52862,15.68506,15.42052,1212,39.10891,88.15511322,92.49768066,83.85196686,70.42826,74.47218,66.42105,7.444479942,,,,3460,1627,47.02312088,23.61651039,28.34651947,19.04476929,,,,,,10,11,23,38,0.9,1.1,2.4,3.9,43.97647895,233493,11.55000019,12.65999985,12.17000008,28.77776695,66.6129059
Cambodia,,0.976000011,,,0.896889985,6,33.3434,23.82233047,24.31475067,23.35042,6,90.25720215,85.82245636,87.9994812,6,2147313,48.1383,41.7035,107.4148483,106.0780792,108.686142,102.31129,106.72996,104.57965,90.26554,12.92073,14.79949,13.89509,5.206409931,83.66874695,76.1522522,79.76049805,4.97518,7.68737,6.3817,51490,57.45775986,90.69029,186109,91265,9.365779877,94844,9.256400108,9.309709549,12,62.02941895,54.80598068,58.40909958,6,,,955656,51.7974,21.87195,,,,,,,,,,,,,,,,,13.68776035,12.9327898,14.41959953,,,,8.838979721,2.162859917,1096,577,1068,1525,3.2,1.8,3.6,4.7,48.95809937,9185185,0.170000002,0.100000001,0.129999995,31.20141476,64.22990522
Cameroon,6,0.901619971,,,0.886219978,2,20.26212,34.46434021,34.79948044,34.13541031,6,61.21667862,67.67904663,64.47068024,6,4201988,47.0142,44.83412,103.4021225,98.01210022,108.7064972,110.47883,122.94506,116.76714,,,,,,64.24127197,63.66992188,63.93796158,11.92181,12.53458,12.24649,93723,52.89416885,,,,,,,,12,,,,7,,,,,,,,,,,,,,,,,,,,,,14.26727009,13.40384007,15.12481022,,,,16.88315964,3.131200075,10665,5421,6717,8338,14.7,8.6,12.4,17.9,47.07102132,11023211,3.829999924,2.940000057,3.359999895,42.63157984,54.6395428
Canada,10,0.995660007,1.003329992,1.010710001,1.253329992,3,,,,,6,,,,6,2407006,,,101.501091,101.2753983,101.7166214,,,,,,,,6.244440079,,,,,,,,,,5025,,,,,0.211909994,12,,,,6,2654199,,,,,,,,114.1235123,114.7476807,113.5315323,,,,8.352459908,,,,,,,70.11302185,80.57795715,60.16537094,,,,,,152,215,701,1404,0.4,0.6,1.7,2.9,47.36335857,20349923,5.489999771,6.139999866,5.829999924,15.87025087,66.89774245
Caribbean small states,6.5,0.97172,1.01018,1.06246,,4,12.20815,77.54199219,78.74936676,76.38604736,,90.86843109,90.7701416,90.81897736,6.5,708839.4,48.45279,18.92805,98.59672,97.15853,99.98649,89.95774,89.91791,89.93744,87.89515,,,,29.89782,92.22796,89.06313,90.61034,3.60722,5.7005,4.68625,36847.98,86.34583,88.92917,64658,31161,8.819749832,33497,9.161660194,8.993639946,,83.05503082,76.35115051,79.64044952,5,545549.7,50.60897,513048.1,50.95367,,15.1103,33766.31,45.37166,86.27733,88.93547,83.70738,74.27317,76.90783,71.72989,15.37449,,,,38283.57,25388.36,66.31659,,,,34.16447,37.74991,19.59513,18.58399963,5.41478014,152,200,491,869,1.325199589,1.687693003,4.050411939,6.907383504,44.02268481,3387816,10.69412684,7.21099776,8.743072502,23.71292234,67.49041787
Central African Republic,10,,,,,3,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299,681,1489,2391,9.3,5.3,13.1,26.4,45.65404112,1874454,4.260000229,3.960000038,4.090000153,44.29432055,52.87990574
Central Europe and the Baltics,10,0.99367,0.99248,0.99159,1.289109945,5,12.61647,88.94277191,88.47718048,89.38407898,,93.07508087,93.07784271,93.07649994,5,5292234,48.62807,12.66168,95.26243,94.95187,95.55709,76.17216,78.05761,77.14012,,,,,5.13356,98.12112,97.97215,98.044,0.75572,1.25568,1.01256,480379.3,87.38646,91.02484,262743,123162,4.553619862,139581,4.896339893,4.72947979,,88.78211975,88.28536987,88.52748108,8,7291400,48.44025,5281663,51.04852,9.60642,10.02635,2019124,41.61747,101.7527,101.3119,102.1716,89.73885,90.06636,89.42803,9.00954,,,,699338.8,499697.5,71.45285,62.53382874,73.42337036,52.19580841,,,,,,582,720,1783,2946,0.529616237,0.699627818,1.821344262,2.610883108,45.00479036,49722737,4.294317669,4.328369514,4.314953094,15.13559643,66.40392481
